indice_tiempo,emisivo_aerea_bolivia,emisivo_aerea_europa,emisivo_aerea_chile,emisivo_aerea_paraguay,emisivo_aerea_brasil,emisivo_aerea_ee_uu_y_canada,emisivo_aerea_resto_de_america,emisivo_aerea_resto_del_mundo,emisivo_aerea_uruguay,emisivo_terrestre_bolivia,emisivo_terrestre_europa,emisivo_terrestre_chile,emisivo_terrestre_paraguay,emisivo_terrestre_brasil,emisivo_terrestre_ee_uu_y_canada,emisivo_terrestre_resto_de_america,emisivo_terrestre_resto_del_mundo,emisivo_terrestre_uruguay,emisivo_fluvial_maritima_bolivia,emisivo_fluvial_maritima_europa,emisivo_fluvial_maritima_chile,emisivo_fluvial_maritima_paraguay,emisivo_fluvial_maritima_brasil,emisivo_fluvial_maritima_ee_uu_y_canada,emisivo_fluvial_maritima_resto_de_america,emisivo_fluvial_maritima_resto_del_mundo,emisivo_fluvial_maritima_uruguay,receptivo_aerea_bolivia,receptivo_aerea_europa,receptivo_aerea_chile,receptivo_aerea_paraguay,receptivo_aerea_brasil,receptivo_aerea_ee_uu_y_canada,receptivo_aerea_resto_de_america,receptivo_aerea_resto_del_mundo,receptivo_aerea_uruguay,receptivo_terrestre_bolivia,receptivo_terrestre_europa,receptivo_terrestre_chile,receptivo_terrestre_paraguay,receptivo_terrestre_brasil,receptivo_terrestre_ee_uu_y_canada,receptivo_terrestre_resto_de_america,receptivo_terrestre_resto_del_mundo,receptivo_terrestre_uruguay,receptivo_fluvial_maritima_bolivia,receptivo_fluvial_maritima_europa,receptivo_fluvial_maritima_chile,receptivo_fluvial_maritima_paraguay,receptivo_fluvial_maritima_brasil,receptivo_fluvial_maritima_ee_uu_y_canada,receptivo_fluvial_maritima_resto_de_america,receptivo_fluvial_maritima_resto_del_mundo,receptivo_fluvial_maritima_uruguay,balanza_aerea_bolivia,balanza_aerea_europa,balanza_aerea_chile,balanza_aerea_paraguay,balanza_aerea_brasil,balanza_aerea_ee_uu_y_canada,balanza_aerea_resto_de_america,balanza_aerea_resto_del_mundo,balanza_aerea_uruguay,balanza_terrestre_bolivia,balanza_terrestre_europa,balanza_terrestre_chile,balanza_terrestre_paraguay,balanza_terrestre_brasil,balanza_terrestre_ee_uu_y_canada,balanza_terrestre_resto_de_america,balanza_terrestre_resto_del_mundo,balanza_terrestre_uruguay,balanza_fluvial_maritima_bolivia,balanza_fluvial_maritima_europa,balanza_fluvial_maritima_chile,balanza_fluvial_maritima_paraguay,balanza_fluvial_maritima_brasil,balanza_fluvial_maritima_ee_uu_y_canada,balanza_fluvial_maritima_resto_de_america,balanza_fluvial_maritima_resto_del_mundo,balanza_fluvial_maritima_uruguay
2016-01-01,4196,32038,28185,3093,104681,55222,76330,12649,15601,50456,520,335435,128491,361086,279,3666,234,168571,6496,733,11519,9920,27243,1210,334,84,102277,7842,75533,16396,5093,38487,39785,35648,19267,3123,65510,36561,131502,78697,44415,7767,16767,16249,29126,8599,21936,2487,7436,36245,19143,6935,6360,23048,3645,43495,-11789,2000,-66194,-15437,-40681,6617,-12477,15054,36041,-203933,-49793,-316671,7487,13100,16015,-139444,2103,21203,-9031,-2484,9001,17933,6600,6275,-79229
2016-02-01,6287,43823,28663,2604,101688,60999,86741,15606,12678,63329,429,313945,97491,328557,230,3023,193,177215,4774,369,12530,9692,27396,718,1080,116,100631,6078,57767,22602,4035,23715,28328,25223,17812,3169,42931,33869,184788,66448,29053,7469,12519,13907,28694,4159,27797,4416,6596,30032,19220,4702,6656,24035,-208,13943,-6061,1430,-77973,-32671,-61518,2205,-9509,-20398,33439,-129157,-31043,-299504,7238,9496,13714,-148520,-615,27428,-8114,-3096,2635,18502,3621,6539,-76596
2016-03-01,4249,45705,25517,2338,98355,70368,70845,16015,7081,34113,429,193075,68557,136954,230,3027,193,90377,6323,50,4854,7566,10690,95,184,16,63288,5110,57646,18059,5093,26809,32053,29163,16022,5247,30151,31109,84208,65532,24475,6732,12564,9749,39941,6049,17406,1785,6149,10810,16441,7026,5108,36770,861,11941,-7458,2755,-71546,-38315,-41682,6,-1833,-3961,30680,-108867,-3024,-112478,6502,9537,9556,-50435,-274,17355,-3068,-1417,119,16346,6841,5091,-26518
2016-04-01,3201,44351,22725,2868,66140,65311,67930,14921,5121,28300,181,113887,66681,53902,97,1277,81,27907,5602,56,136,6473,3867,114,249,17,25137,5071,48942,18451,4652,39399,24870,27073,14094,4775,27120,17933,45982,38301,26924,3464,8731,5594,22042,7331,6239,706,5235,8034,2775,3361,1685,26836,1870,4590,-4274,1784,-26741,-40441,-40857,-827,-345,-1179,17752,-67904,-28380,-26978,3367,7454,5512,-5864,1729,6183,569,-1238,4166,2660,3111,1667,1698
2016-05-01,2899,59681,25059,3496,49450,76281,67362,12322,5593,28363,26,93967,70291,35830,14,185,11,25707,7407,107,41,8086,6240,140,342,14,26017,5040,32627,20912,5097,45690,19151,25618,12975,5848,27971,11529,39401,44621,24762,1776,8519,3835,17479,9859,3949,723,5942,7599,1772,3211,1119,27051,2141,-27054,-4147,1601,-3760,-57130,-41744,653,255,-392,11503,-54565,-25670,-11068,1762,8333,3823,-8227,2452,3842,681,-2144,1358,1631,2868,1104,1033
2016-06-01,2355,77750,29914,3457,41792,74201,61876,9376,5473,28099,114,63002,74236,39835,61,808,51,31486,8964,158,31,8875,3975,124,336,12,26407,4373,26362,19467,4485,49361,19264,25026,10530,5439,25377,7392,31642,41144,19371,2154,7793,2885,17577,9216,2787,554,5398,7382,1918,3245,926,22940,2018,-51388,-10447,1028,7568,-54937,-36849,1154,-34,-2721,7277,-31360,-33091,-20463,2092,6985,2833,-13908,252,2629,522,-3477,3406,1793,2908,913,-3467
2016-07-01,3731,73738,44808,3166,57666,66306,64944,9500,4694,47167,182,127320,112766,107121,315,1286,82,53312,10536,878,67,13564,7590,940,1325,90,35164,6402,28780,21287,6576,70345,20868,28484,11557,5514,41800,11336,54596,70865,32210,2813,10769,3336,34427,11522,3692,941,7076,13197,1948,4030,1054,37190,2670,-44958,-23521,3409,12678,-45438,-36460,2056,819,-5367,11153,-72724,-41901,-74911,2497,9483,3254,-18884,986,2814,873,-6488,5606,1007,2705,963,2025
2016-08-01,3907,73131,35652,3614,50559,76418,63126,13219,5705,39846,120,98873,76798,51112,160,851,54,35778,7621,563,42,8830,4313,465,753,43,27354,5063,36190,20094,4929,64338,21407,30544,13068,5035,28783,13832,39881,54634,23625,2621,10350,3587,23444,8807,4542,694,6183,8440,1563,3752,955,26919,1156,-36941,-15558,1314,13778,-55011,-32581,-151,-669,-11062,13711,-58992,-22163,-27486,2460,9499,3532,-12334,1186,3979,651,-2647,4126,1097,2998,911,-435
2016-09-01,3412,72818,36402,3086,48537,72483,58014,11711,5932,34528,372,112551,63970,59953,313,2622,167,36017,7584,328,49,8795,3814,301,418,24,30726,5522,32683,20488,4575,58354,17933,25911,13579,5898,26936,11924,54733,51069,29555,2448,10572,3646,32910,8472,4190,1050,6938,9657,1522,3733,1147,30068,2110,-40135,-15914,1488,9816,-54550,-32103,1868,-34,-7591,11552,-57818,-12900,-30398,2134,7949,3479,-3106,888,3862,1001,-1857,5842,1220,3314,1122,-658
2016-10-01,3055,76781,47213,4090,67796,79955,60338,10486,7111,29937,140,160443,81566,63224,75,989,63,51171,5852,282,36,10650,4567,268,383,21,43765,5856,35890,23299,5171,55081,20087,31726,14573,4983,30618,20625,68240,59997,30011,2984,12041,5688,27707,8221,6166,1066,7227,9614,2221,5125,1443,31127,2801,-40891,-23914,1081,-12715,-59868,-28612,4086,-2127,681,20485,-92202,-21568,-33212,2908,11052,5625,-23463,2369,5884,1030,-3423,5046,1952,4741,1421,-12638
2016-11-01,2963,47276,43381,4016,61497,57940,59793,11214,8159,27246,117,148819,72382,51037,63,828,52,54640,5699,115,780,9907,4319,110,155,8,48930,5737,54057,23708,5042,52301,26809,34762,14625,4715,26594,34930,67054,51555,28907,4843,12571,6101,22921,6516,11831,989,7242,9122,5760,5592,1901,28090,2774,6780,-19673,1025,-9196,-31131,-25031,3410,-3444,-652,34812,-81765,-20827,-22129,4780,11742,6048,-31718,817,11716,208,-2665,4802,5649,5436,1892,-20840
2016-12-01,2783,33914,40482,3490,64189,58767,58849,11545,9779,38890,436,190928,86852,70065,234,3079,196,75267,8449,588,8777,14266,14238,560,1251,45,58994,7720,60037,19493,5825,45569,30532,47161,16113,3987,51033,29932,84344,132274,34502,6628,16033,9346,22403,9265,13714,1289,14009,16935,11181,8114,3265,28145,4937,26123,-20989,2334,-18620,-28235,-11688,4567,-5792,12143,29495,-106583,45422,-35563,6394,12954,9149,-52863,816,13126,-7488,-257,2696,10621,6862,3220,-30849
2017-01-01,5532,35113,45105,3256,113833,67899,86052,16233,19540,56721,853,489167,182468,370276,457,6012,383,214687,6877,1070,11814,19337,27776,757,2166,73,123314,8102,73053,16710,5725,46279,38842,36562,19573,3233,59626,34249,109653,80567,51520,7208,16263,14262,22896,7718,21272,2329,11576,33339,20009,7966,6053,22639,2570,37939,-28395,2469,-67554,-29057,-49489,3339,-16306,2904,33396,-379514,-101900,-318756,6750,10251,13879,-191791,841,20201,-9485,-7761,5563,19251,5799,5979,-100675
2017-02-01,5221,45062,47896,4089,120729,69976,99369,17419,14169,50162,553,377833,148219,352366,297,3904,249,211305,5829,2017,10869,14312,25824,1432,5646,335,103567,6922,53129,21576,4929,26818,28272,26292,15455,3451,46959,31267,143283,67689,30834,6505,10782,13029,22016,6265,26293,3923,8764,26105,21198,4558,9491,23174,1700,8066,-26320,839,-93911,-41704,-73076,-1965,-10718,-3202,30713,-234550,-80529,-321532,6207,6878,12780,-189288,436,24275,-6945,-5548,280,19765,-1088,9155,-80393
2017-03-01,4791,44007,44431,3542,112159,78452,91778,23135,7686,47707,482,211199,91591,149146,259,3402,217,95773,8760,153,6140,11325,10849,110,425,28,76573,4760,57764,24139,4471,42302,31426,28504,15896,4248,27891,28345,63640,48230,26694,6129,9472,8908,23466,4938,15340,1560,8010,17266,12765,4581,3260,26104,-31,13756,-20292,929,-69857,-47026,-63274,-7239,-3438,-19815,27862,-147558,-43360,-122451,5870,6070,8691,-72307,-3822,15186,-4580,-3315,6416,12654,4155,3231,-50469
2017-04-01,3595,44120,42173,3473,85921,69077,85361,19840,5590,29628,279,158011,114753,81618,150,1969,125,76038,9077,269,217,9655,4920,202,751,50,49729,5840,47905,20186,5189,45565,24972,30986,13379,5440,26731,19812,52641,54100,31717,3068,9292,6084,36040,7890,8197,964,7890,9282,4270,5284,1761,37473,2245,3784,-21987,1716,-40356,-44105,-54375,-6461,-150,-2897,19533,-105369,-60653,-49900,2918,7323,5958,-39998,-1187,7928,746,-1765,4361,4067,4532,1710,-12256
2017-05-01,3580,54370,45213,3658,65108,69503,96071,28114,5200,27160,34,107287,97363,47794,18,241,15,43956,8695,135,31,9960,3517,115,418,27,38585,5079,33136,21136,5830,52396,19149,28007,12442,5052,25438,10547,35622,43243,23921,1896,7764,3991,18224,8640,3620,766,7130,8252,1839,3755,1100,29041,1499,-21234,-24077,2172,-12712,-50354,-68063,-15672,-148,-1722,10513,-71664,-54119,-23873,1878,7522,3975,-25731,-55,3484,735,-2830,4735,1723,3336,1072,-9544
2017-06-01,3089,81130,36282,3646,48795,71059,78746,17859,4367,26478,211,59314,89691,42462,113,1488,95,29844,6983,247,16,12930,2318,251,928,59,24578,4288,28219,19225,5309,58383,18794,26155,11165,5268,25302,6393,25179,39388,25462,1319,6844,2392,14512,7229,2553,545,7203,7509,2036,3007,929,24325,1199,-52911,-17057,1663,9587,-52265,-52591,-6694,900,-1176,6181,-34134,-50303,-17000,1206,5356,2297,-15331,246,2305,528,-5727,5190,1784,2078,869,-253
2017-07-01,4618,85529,57803,5712,65165,77087,82788,13802,3384,47436,235,127413,159698,114694,362,1656,105,65742,13418,507,19,20746,7340,556,3113,151,45191,5987,29677,22212,7392,86732,21776,29240,10854,5447,40154,10259,44147,72244,37153,1687,9919,2784,33349,3348,3663,933,10514,15770,2409,4124,993,35644,1368,-55851,-35591,1679,21566,-55311,-53548,-2948,2062,-7281,10024,-83266,-87453,-77540,1325,8262,2679,-32392,-10070,3156,913,-10232,8429,1852,1010,841,-9547
2017-08-01,4536,81872,47365,4744,59874,85578,79271,13101,4149,38283,111,97148,102300,57672,173,783,50,44326,12140,626,20,12350,4819,575,2796,136,32026,5151,35730,22029,5679,69237,23394,31970,12758,5798,29820,12312,31003,53469,24343,1390,9475,3120,24507,2362,3801,676,8625,8400,1564,3943,919,29822,614,-46141,-25336,934,9363,-62184,-47301,-343,1648,-8462,12201,-66145,-48831,-33329,1217,8691,3070,-19819,-9778,3174,655,-3725,3580,988,1146,782,-2204
2017-09-01,4154,85883,39301,4271,69093,75165,69092,14991,6170,36066,363,113792,86589,61016,318,2562,163,40543,11836,113,6,12161,3725,90,533,25,38011,5481,31543,26302,5178,65764,17730,30352,13292,5839,29698,10212,51706,52633,36670,1646,9673,3442,33600,2123,3594,1180,8605,10936,1599,3769,1111,30806,1326,-54339,-12999,906,-3329,-57435,-38740,-1699,-331,-6367,9849,-62085,-33955,-24346,1327,7111,3279,-6943,-9713,3480,1173,-3556,7210,1508,3235,1085,-7205
2017-10-01,3858,83527,51290,5579,77556,86115,66790,20116,7198,33312,122,145569,96631,63472,65,865,55,52835,11192,311,42,12820,4748,291,1491,69,49164,5736,35445,30508,5902,64309,21586,38025,15901,5725,32301,18296,54692,60394,34104,3093,11318,5278,26546,4237,6971,1078,7954,10575,3026,5811,1819,32879,1877,-48082,-20782,322,-13247,-64529,-28765,-4215,-1473,-1011,18173,-90876,-36237,-29368,3027,10452,5223,-26289,-6954,6659,1036,-4866,5827,2734,4319,1749,-16285
2017-11-01,3260,55360,49449,4714,77079,66301,63537,16393,8808,29333,100,136134,90872,64813,54,709,45,58496,9922,359,842,11974,5253,251,1349,60,57249,5660,55784,26790,6451,58755,30646,39573,15832,5040,27352,34827,46370,53117,31841,4987,11664,6113,22805,2049,12387,765,7644,9511,5482,5812,2748,30965,2399,423,-22659,1736,-18324,-35654,-23963,-561,-3768,-1980,34727,-89764,-37755,-32972,4933,10956,6068,-35690,-7873,12028,-77,-4330,4257,5231,4462,2688,-26284
2017-12-01,2586,34239,43514,4279,88676,60746,67727,11496,9910,38364,351,167276,99638,68738,188,2479,158,72310,10776,308,12309,15146,17780,210,935,66,62461,7172,59343,22525,6822,55191,33558,51936,19363,3969,51290,29679,82286,139900,37041,6488,17090,9945,23992,2628,14224,1447,15458,21398,13118,11032,4493,26970,4585,25103,-20989,2542,-33485,-27187,-15791,7866,-5941,12926,29328,-84990,40261,-31697,6299,14610,9787,-48318,-8148,13915,-10862,311,3618,12907,10097,4426,-35491
2018-01-01,5311,44982,56013,5346,147948,71405,98876,16384,26717,58204,657,390747,209078,382078,352,4631,295,246634,9478,1251,12468,23837,28861,1028,6119,318,133731,7839,72264,17481,7264,56344,45297,39163,20929,3200,66575,33645,104308,79463,55808,7709,17151,15886,23582,3084,19720,2354,11505,44661,19060,8341,5747,20856,2527,27281,-38532,1917,-91604,-26108,-59713,4544,-23517,8371,32987,-286438,-129615,-326270,7357,12520,15590,-223052,-6394,18468,-10113,-12332,15799,18031,2221,5428,-112875
2018-02-01,5933,50740,56692,4847,144728,83201,101748,21079,15443,61444,495,325505,169618,343760,266,3493,223,230669,7360,1988,13313,14516,29184,1767,10728,276,121726,5604,52549,22360,4445,33962,28976,26683,17900,3538,45344,31738,144910,68065,32527,6822,12533,13226,23858,1916,22152,3676,8470,30067,20931,4916,6620,22461,-329,1809,-34332,-402,-110766,-54225,-75065,-3178,-11905,-16100,31242,-180594,-101552,-311233,6556,9039,13003,-206810,-5444,20163,-9637,-6046,882,19163,-5812,6343,-99265
2018-03-01,4098,54409,39955,3001,139248,80048,104301,23030,7902,33769,303,143028,97104,170752,162,2138,136,80027,5143,731,5344,12925,11505,804,4185,81,57736,5301,58831,20654,5535,35108,34464,33645,17868,4804,28684,31053,65203,69313,25860,6796,11775,9366,31439,6977,13733,1299,8648,16131,13301,6004,3410,30306,1202,4421,-19301,2533,-104140,-45584,-70656,-5162,-3098,-5084,30750,-77825,-27791,-144891,6633,9637,9229,-48588,1834,13001,-4045,-4277,4625,12496,1818,3328,-27430
2018-04-01,2756,50382,41256,4947,108503,71999,97677,29964,7434,26602,275,153810,136403,100203,147,1942,124,103675,5300,480,1308,12180,8350,493,2732,51,60036,5043,52361,22401,5776,49415,28401,32608,16376,4982,26137,17393,54714,44000,29516,3915,9573,6147,21539,7788,5968,801,7407,8576,2505,4454,1478,30684,2286,1978,-18855,828,-59087,-43598,-65069,-13588,-2452,-465,17118,-99095,-92402,-70687,3768,7631,6023,-82136,2488,5487,-507,-4773,225,2011,1721,1426,-29352
2018-05-01,2879,80770,34067,5211,63543,85831,93140,18970,6816,22332,32,90027,104361,49759,17,227,14,47630,4753,578,70,10430,6115,564,2713,49,35483,4536,35450,24078,6109,52262,20737,29133,13808,4871,26661,11580,43579,45707,24287,2104,8661,3565,17463,7418,3660,773,7489,8054,1922,3572,1266,26995,1657,-45320,-9989,897,-11281,-65094,-64007,-5162,-1945,4329,11548,-46447,-58653,-25471,2087,8434,3550,-30167,2665,3082,702,-2941,1938,1357,858,1216,-8488
2018-06-01,3087,92980,22068,3881,34633,80705,78286,16577,3647,18457,113,32729,75928,41213,61,801,51,24012,4990,187,19,8681,2721,180,879,15,21233,4502,27084,18667,4794,57070,19876,28088,11391,3976,23639,6826,22735,39052,23616,1646,7810,2463,14004,6972,2692,538,6619,7358,2053,3381,1055,21413,1414,-65896,-3401,912,22436,-60829,-50198,-5186,328,5182,6713,-9993,-36876,-17596,1584,7008,2412,-10008,1982,2504,518,-2062,4636,1872,2501,1039,179
2018-07-01,3790,98722,34638,4887,60363,75543,80958,13445,5341,35035,93,55022,122327,111839,279,656,41,49081,6381,1043,89,14961,6174,873,4485,143,34211,5748,29514,28871,7263,93346,22594,30485,11418,5150,36982,10010,41589,69307,34933,1981,10395,2992,33120,9237,3476,1091,9319,13951,1894,4551,1030,33344,1957,-69208,-5767,2375,32982,-52949,-50473,-2027,-191,1946,9916,-13432,-53020,-76906,1702,9739,2950,-15961,2856,2432,1001,-5642,7776,1020,65,886,-867
2018-08-01,3738,86557,25930,4670,58870,70461,66521,13880,4709,29827,47,48006,75895,59307,142,336,21,31850,6550,307,62,10050,3671,409,1798,58,27740,4853,36631,24988,6138,78239,23858,33821,13672,5156,26082,13027,29911,49726,26492,1651,9452,2753,23198,6853,3865,719,7579,8501,1760,4460,953,27000,1114,-49926,-942,1467,19368,-46603,-32700,-208,446,-3744,12979,-18095,-26169,-32814,1508,9115,2731,-8651,303,3557,656,-2471,4829,1350,2661,894,-740
2018-09-01,3050,82376,21199,4586,68153,67076,62952,14239,4781,23143,118,42184,59812,57143,177,838,53,27920,4875,72,9,8313,3323,93,417,13,27979,5108,34122,34060,5395,70203,20554,36422,14115,5363,25063,11762,67132,48557,35724,2261,10361,4241,42823,6164,4185,1271,6598,9361,1675,4729,1297,37447,2057,-48254,12860,808,2049,-46522,-26530,-124,582,1920,11643,24948,-11254,-21419,2083,9523,4187,14902,1289,4112,1261,-1715,6037,1581,4312,1283,9467
